timestamp,user_id,transaction_amount,transaction_type,account_balance,market_volatility_index,interest_rate,inflation_rate,stock_index_change,investment_duration_days,credit_score,device_cpu_usage,device_memory_usage,risk_level
2023-07-23 17:54,U2085,450.53,withdrawal,5894.27,38.76,3.77,3.84,-0.47,155,616,14.8,91.5,0
2023-12-31 9:09, U6474 ,1532.83,withdrawal,11593.51,23.2,4.13,4.37,2.04,105,607,59.8,45.6,0
2023-03-11 1:43,U9293,1838.04,deposit,8105.75,24.39,2.83,1.4,0.24,220,748,47.6,58.7,0
2023-08-21 15:40,U5078,120.06,transfer,11267.55,20.31,2.25,1.84,0.5,191,426,59.2,65.6,1
2023-12-26 17:08,U7235,439.69,deposit,3436.14,11.01,4.53,5.71,-1.25,214,447,75,29.7,2
2023-11-09 2:38,U8253,814.12,withdrawal,2791.55,30.32,2.12,4.27,1.22,226,578,57.5,48.3,1
2023-07-09 15:19,U1572,1651.79,deposit,4005.06,17.99,2.19,2.48,0.19,218,459,57.3,36.7,1
2023-04-19 14:16,U1399,1625.34,withdrawal,10983.5,17.38,1.19,4.82,-2.28,13,773,84.6,40.1,1
2023-04-18 22:53,U3210,1265.78,deposit,5593.43,10.73,3.54,2.46,0.63,20,547,31.8,76.6,1
2023-01-01 16:48,U4857,1119.23,transfer,2521.2,33.61,4.49,3.74,0.64,147,516,12,54.7,1
INVALID_DATE_FORMAT_STRING,U2497,1934.17,withdrawal,"$15,160.71 ",33.72,2.21,4.84,-4.65,288,713,18.8,71.9,1
2023-02-11 19:17,U4879,347.04,withdrawal,1635.09,20.73,4.79,3.99,1.35,120,326,13.7,77,1
2023-04-29 22:02,U7334,9586.3,investment,16000.79,12.61,2.79,5.82,0.11,220,394,83,25.2,1
2023-06-05 21:16,U6314,324.87,withdrawal,3562.38,32.02,4.89,3.71,-1.1,284,650,75.1,44.6,1
2023-09-26 22:50,U5439,4325.34,investment,9097.09,36.07,2.55,4.58,-0.79,152,689,19.5,76.3,0
2023-08-18 12:01,U1917,4468.38,investment,7213.81,21.01,4.48,1.43,-0.3,255,565,30.5,30.6,1
2023-03-18 7:37,U1125,1320.84,deposit,13822.13,16.13,4.84,1.51,2.24,231,732,15.9,66,0
2023-08-29 20:56,U6326,1659,withdrawal,3597.83,31.38,2.29,4.35,-1.05,113,729,73.3,69.9,1
2023-12-03 20:22,U2755,82.52,withdrawal,8840.58,27.54,1.13,2.76,-1.8,220,636,39.5,57.4,1
2023-07-29 6:35,U5906,890.42,transfer,6411.28,15.81,2.22,2.84,-0.18,114,479,35.5,21.1,1
2023-07-31 15:11,U6582,262.34,withdrawal,9696.99,16.75,4.02,5.44,0.02,38,441,30.3,47.6,1
2023-11-29 14:53,U4138,536.57,transfer,9184.82,36.45,3.85,2.3,-1.79,300,766,23,76.6,1
2023-10-18 16:35,U9103,9654.99,investment,19132.93,30.54,2.32,2.07,0.33,222,679,47.2,53.8,1
2023-10-07 15:56,U3491,4122.66,investment,5492.78,29.46,3.68,2.11,0,249,300,14.2,69.6,1
2023-10-15 1:07,U7144,"4,434.51",investment,9424.71,21.84,1.96,2.75,1,348,393,80.4,78.8,1
2023-09-06 18:00,U9610,1385.02,transfer,11801.23,27.19,2.75,1.45,-0.47,299,386,85.5,93.2,1
2023-12-17 1:31,U8811,1387.53,transfer,6800.32,39.55,3.8,2.93,2.04,350,692,51.7,76.2,0
2023-08-19 20:19,U9705,1873.83,deposit,5092.97,29.13,3.58,2.47,-0.28,181,817,38.2,21.1,0
2023-06-19 8:31,U9506,762.91,withdrawal,3268.02,27.75,3.58,1.35,-1.16,189,669,17.4,47.4,1
2023-11-16 12:10,U4324,596.65,deposit,2210.19,26.81,4.48,2.45,0.08,230,648,25.7,73.6,0
2023-12-23 19:36,U3285,1632.92,withdrawal,9604.85,28.23,4.68,5.31,-0.31,134,505,44.5,91.1,1
2023-04-23 15:19,U7926,601.35,transfer,5606.72,19.5,4.2,2.25,0.83,168,310,16.8,95,1
2023-06-29 3:11,U5007,1204.99,transfer,9348.64,22.4,1.39,2.83,-1.32,192,468,71.8,89.7,2
2023-08-29 16:39,U2892,1052.69,deposit,8170.68,32.03,3.62,5.73,1.85,20,810,58.7,40.1,0
2023-10-27 8:40,U8660,778.43,deposit,11176.12,36.15,2.78,1.87,2.34,143,333,71.1,43.3,1
2023-02-28 11:28,U2920,1332.24,transfer,14311.92,14.82,0.82,2.16,-0.72,21,441,41,65.2,1
2023-06-02 12:59,U7747,810.25,deposit,7643.24,26.56,4.97,2.72,1.27,27,721,28.7,27.4,0
2023-06-21 15:33,U1230,396.64,waltiwdhar,8601.30311,34.32,2.85,2.35,0.35,100,755,24.9,74.3,0
2023-02-11 12:02,U3885,1102.13,deposit,16004.48,35.02,3.92,4.69,-0.17,109,781,15.1,67,0
2023-04-07 6:39,U1711,548.5,withdrawal,1590.12,18.4,3.01,5.28,-2.21,127,387,48.2,50,2
2023-09-07 20:12,U9060,3811.14,investment,17906.92,10.56,1.59,2.88,2.05,178,765,67.8,46.7,0
2023-02-05 8:29,U9694,412.62,deposit,6153.87,10.57,3.56,5.04,-2.2,145,632,70.2,52.2,1
2023-08-13 8:49,U1758,3592.05,investment,6389.61,29.58,3.38,1.35,-1.2,103,686,81.7,75.3,1
2023-07-04 22:29,U2688,345.59,transfer,12285.03,35.86,4.11,5.28,-0.02,26,338,59.7,68.4,1
2023-05-12 8:05,U7937,850.47,withdrawal,9191.45,38.26,2.72,5.39,1.09,349,497,73.1,16.3,1
2023-10-03 8:41,U2410,1992.98,transfer,15591.35,24.84,2.98,5.3,-2.37,79,520,37.6,87,2
2023-12-21 14:28,U9223,NULL,deposit,14373.88,22.15,1.07,1.7,-0.86,240,502,11.6,72.8,1
2023-02-03 15:43,U5724,1176.76,deposit,12682.2,14.42,3.81,4.03,0.86,78,514,34.7,88.9,1
2023-08-26 11:24,U1683,1414.21,withdrawal,7942.94,34.79,3.65,1.14,-1.03,323,365,32.8,42.8,2
2023-09-11 23:39,U5846,6932.02,investment,7662.86,32.75,4.95,3.27,2.02,193,696,63.7,68.7,1
2023-10-19 0:53,U9403,1048.12,investment,13042.16,13.83,0.96,5.54,0.43,73,315,80.1,23.5,1
2023-11-09 3:45,U1495,1530.22,transfer,4416.6,32.43,1.26,2.12,0.7,149,555,85.3,28,1
2023-04-01 6:18,U3840,1002.37,withdrawal,13801,24.11,1.08,2.97,1,33,578,14.9,86.4,1
2023-09-27 16:41,U2827,9706.21,investment,15656.07,24.67,3.38,2.28,1.22,274,628,30,34.4,0
2023-04-22 15:50,U1448,110.68,transfer,3119.53,24.99,2.57,5.67,2.39,98,821,51.9,62.9,0
2023-05-14 18:53,U2927,1538.98,transfer,6948.84,33.74,1.83,4.95,0.36,183,341,82.1,79.5,1
2023-01-19 15:54,U1668,8380.11,investment,18550.68,15.56,1.64,1.95,4.08,359,671,48.2,49.2,0
2023-08-02 4:50,U2724,1420.74,transfer,7461.67,14.98,2.92,4.26,-0.02,100,574,51.6,26.2,1
2023-03-01 10:24,U6301,1409.07,investment,9585.23,37.45,2.12,5.32,0.89,93,439,62.8,83.2,1
2023-01-24 10:04,U1785,2986.71,investment,6644.07,11.24,1.1,2.65,1.61,228,337,37.3,24.9,1
2023-02-25 8:28,U3077,1629.23,withdrawal,3950.17,13.79,2.23,5.29,-1.93,259,586,49.5,86.6,2
2023-08-14 22:06,U6872,1360.51,transfer,6449.1,18.25,1.6,1.79,1.04,52,669,61.5,53.8,0
2023-02-07 19:07,U9181,9944.06,investment,14345.32,12.07,2.19,3.46,1,152,373,14.6,75.3,1
2023-04-28 18:03,U4813,9767.48,investment,20601.13,39.55,0.89,3.89,-1.86,20,815,26.2,37.8,2
2023-12-07 3:53,U5682,,deposit,5526.5,26.33,0.7,1.89,-0.71,316,514,14.8,70.4,1
2023-09-24 4:47,U8856,676.11,deposit,13621.9,35.26,2.38,2.44,-0.33,201,475,20.8,91.3,1
2023-08-20 15:42,U1518,5930.06,investment,12874.45,15.17,3.14,3.29,-0.09,77,663,39.1,84.9,0
2023-01-18 11:14,U5491,1050.69,transfer,12091.87,32.76,3.4,5.81,-0.81,185,305,25.2,81.2,1
2023-07-10 4:15,U5189,834.77,transfer,7855.09,11.24,1.08,5.8,2.53,252,337,75.1,50.5,1
2023-11-22 10:14,U6333,936.09,deposit,3350.6,35.95,1.78,3.92,0.05,143,806,22.8,79.4,0
2023-08-20 21:52,U6958,6389.61,investment,20812.77,34.99,0.95,5.87,-0.16,217,445,27.3,15.8,2
2023-03-21 19:01,U5450,2816.58,investment,9205.17,31.81,4.72,5.09,-1.24,230,638,89.2,18.6,1
2023-04-07 14:58,U9903,1279.63,withdrawal,4054.93,38.98,1.38,5.53,1.77,226,584,37.8,80.5,1
2023-06-24 11:12,U1236,9316.24,investment,14325.84,37.52,1.38,1.06,-1.18,167,772,36.8,41.4,2
2023-03-04 13:39,U1294,6547.85,investment,19861.98,31.68,0.83,1.59,0.27,149,821,46.6,51.9,1
2023-10-25 9:33,U3693,1280.78,withdrawal,11554.33,10.68,2.23,1.66,0.48,279,552,78.8,77.3,1
2023-09-08 5:42,U5289,250.36,transfer,5756.7,21.37,0.91,1.5,0.84,251,532,25.9,43.5,1
2023-10-25 12:19,U6047,1983.6,withdrawal,8398,23.41,4.02,5.15,1.24,151,562,63.2,80.5,1
2023-06-18 17:14,U4235,1444.33,withdrawal,14732.98,28.04,4.24,3.5,0.72,217,702,35.3,24,0
2023-06-18 20:57,U2449,859.17,pditseo,8519.98,32.57,1.45,2.26,-2.12,277,522,12.7,65.9,2
2023-09-24 9:53,U7659,1717.65,withdrawal,3021.43,17.76,2.37,2.71,1.02,81,373,20.4,91.4,1
2023-12-20 8:28,U9499,7103.02,investment,14391.08,39.57,2.27,4.59,-0.49,24,579,82.2,36.4,2
2023-01-05 4:21,U7948,1582.33,transfer,14471.93,35.12,3.15,3.89,-1.25,135,673,86.5,87.6,1
2023-05-07 11:16,U7996,1258.48,deposit,11928.25,17.68,1.41,3.57,-1.46,91,348,29.6,26.9,2
2023-09-21 5:59,U2624,1890.66,transfer,16493.75,27.1,0.54,4.48,0.01,227,376,24.2,48.8,1
2023-07-06 4:17,U3039,853.66,deposit,5087.11,35.09,2.96,5.84,-0.67,334,676,52.2,62.8,0
2023-05-11 9:07,U7121,606.32,deposit,14297.6,29.97,1.61,5.39,-0.91,57,643,82.8,52.4,0
2023-07-08 19:56,U6904,1731.05,deposit,12211.85,39.94,1.27,5.99,1.35,335,407,85.7,90.9,1
2023-05-26 2:43,u-6757,467.22,deposit,7026.54,34.47,4.23,3.27,0.43,110,462,10.5,48.7,1
2023-04-23 22:21,u-2855,820.65,transfer,9749.8,33.86,3.04,1.51,0.99,138,544,78.3,64.2,1
2023-03-04 2:17,U3656,2221.19,investment,"$14,799.78 ",19.5,3.72,2.42,-2.72,49,702,57.5,23.8,1
2023-11-22 0:48,U6226,1329.95,withdrawal,3659.17,33.41,0.84,3.81,-1.76,281,394,46.2,40.5,2
2023-03-13 14:25,U6341,713.79,withdrawal,7654.46,31.02,4.07,1.89,0.24,325,358,15.4,25.1,1
2023-02-14 15:24,U1483,4577.03,investment,18819.69,18.36,1.13,5.24,0.9,57,805,30.9,46.1,0
2023-04-24 18:06,U1948,801.95,withdrawal,15496.28,30.62,4.92,5.1,-0.66,167,629,37.8,58.1,0
2023-10-25 1:28,U4560,817.22,transfer,7141.82,39.05,2.43,5.99,-1.29,94,471,69.8,85.6,2
2023-02-28 0:40,U2590,1662.09,transfer,11327.83,14.74,0.8,1.38,0.95,110,345,39.8,39.9,1
2023-09-13 16:03,U5331,246.84,transfer,1642.39,22.89,1.46,2.34,-0.75,55,723,47.7,20.5,0
2023.04-30,U3629,306.13,transfer,14348.81,14.67,3.92,1.79,2.27,318,509,36.3,23.3,1
2023-03-07 16:00,U1335,1577.83,withdrawal,15373.77,34.01,4.99,4.77,-1,183,829,38.7,82.1,0
2023-08-05 16:34,U3212,972.4,transfer,4077.26,37.68,3.04,4.21,-2.36,162,636,30.4,35.7,1
2023-01-15 2:14,U5557,1140.41,transfer,14200.7,20.5,3.88,1.78,-0.4,65,651,69.2,67.6,0
2023-11-11 11:31,U7966,755.01,INVALID_CATEGORY_DEFAULT,12982.51,24.9,4.72,3.39,-0.91,304,367,74.3,54.8,1
2023-07-30 8:23,U4923,1781.68,deposit,8052.11,33.4,3.48,3.43,-1.3,357,536,21.6,74,2
2023-07-02 11:33,U1468,$395.48 ,deposit,13874.09,16.18,2.26,2.75,-0.38,98,660,54.6,86.2,0
2023-09-19 19:12,U3821,9320.7,investment,17587.77,14.36,3.33,3.07,-0.45,245,431,63.1,65,1
2023-05-13 10:14,U6489,8603.76,investment,20065.82,14.41,4.98,1.5,-0.05,18,534,73.1,52.9,1
2023-08-02 11:44,U2667,5784.4,investment,11891.5,19.7,3.89,4.08,-0.19,283,355,85.6,42.7,1
2023-05-22 2:30,U2162,4909.25,investment,18860.53,11.29,1.66,4.35,0.83,247,647,66.7,40.1,0
2023-08-04 16:50,U7310,4342.68,investment,7622.86,23.6,1.62,3.78,-0.47,279,421,35.6,87.9,1
2023-05-11 19:43,U2589,339.3,withdrawal,3677.62,24.82,3.16,4.19,-0.33,339,520,84.2,93.6,1
2023-09-06 4:00,U2903,1488.25,deposit,10243.07,24.42,4.13,3.03,-0.11,88,524,11.5,62.1,1
2023-02-11 21:00,U8335,633.91,withdrawal,4646.64,11.59,4.16,2.15,0.21,132,385,67.4,91.4,1
2023-11-09 1:09,U5801,1879.91,deposit,6427.5,32.63,2.62,3.05,1.2,186,764,30,41.4,0
2023-03-17 16:43,U3100,1258.41,deposit,16212.14,14.18,3.96,3.73,0.3,69,758,33.1,27.9,0
2023-11-25 5:40,U3394,6306.88,investment,13148.42,29.98,1.51,3.4,1.29,141,712,60.6,50.1,1
2023-05-06 13:28,U3305,166.45,deposit,2810.31,23.54,4.87,5.69,-0.66,247,655,17.9,60,0
2023-07-02 11:46,U4332,1014.32,withdrawal,15089.81,14.22,2.81,1.7,0.67,233,642,41.9,56.1,0
2023-09-22 16:23,U4107,789.3,deposit,12198.31,17.03,0.76,2.23,1.85,333,758,14,87,0
2023-08-26 14:01,U4769,2436.62,investment,16197.25,30.11,1.08,1.98,1.07,147,816,35.6,67.3,0
2023-08-22 6:27,U2152,3877.69,investment,7968.14,33.02,2.18,3.47,1.59,211,608,49.6,26,0
2023-06-16 22:14,U2138,129.09,deposit,8085.38,19.42,1.46,5.38,-1.7,251,394,84.8,86.9,2
2023-05-05 17:43,U7305,1474.47,deposit,4141.3,25.24,2.93,3.43,1.27,209,439,43.5,33.9,1
2023-09-10 4:31,U1163,1788.85,investment,6622.37,34.98,3.74,2.46,1.43,201,820,26,75.3,0
2023-08-27 11:22,U1015,1665.55,withdrawal,10638.19,22.7,0.97,4.78,-1.14,25,545,39.2,89,2
2023-12-15 22:29,U7435,1067.67,withdrawal,8265.59,24.42,4.91,2.59,-2.07,335,347,82.8,92,2
2023-01-04 6:25,U7027,1852.89,transfer,12939.78,21.78,1.82,1.76,-1.66,318,341,56.4,37.2,2
2023-10-06 13:15,U5381,6006.95,investment,17928.26,33.08,3.07,2.88,-1.51,77,823,30.1,40.9,2
2023-10-16 2:42,U3646,3081.52,investment,14444.31,15.17,2.5,1.85,0.2,243,351,57.2,83.2,1
2023-01-10 1:29,U8875,1117.11,transfer,4222.14,23.97,4.6,2.97,-0.47,25,497,13.4,58.7,1
2023-10-20 15:01,U6043,887.74,transfer,11323.16,25.19,1,2.91,1.77,303,802,23.2,55.6,0
2023-12-28 0:31,U7851,5616.81,investment,9509.89,18.25,2.35,3.32,-0.62,344,738,63.7,69.1,0
2023-02-12 18:27,U2676,4465.92,investment,14224.8,26.7,4.22,3.98,-3.05,20,843,74,91.3,1
2023-10-17 16:39,U2756,1980.91,transfer,10708.84,29.04,3.4,1.54,-1.03,112,362,84.9,27.9,2
2023-04-17 3:23,U6233,775.27,deposit,2201.83,15.96,1.5,1.75,-1.61,113,413,26.8,75.4,2
2023-01-26 19:52,U4816,65.53,deposit,2057.65,27.37,3.08,4.53,2.38,137,426,52.8,30.2,1
2023-02-26 10:21,U5838,587.32,deposit,2198.34,21.31,2.77,2.91,0.87,336,547,72.5,82.4,1
2023-11-16 2:43,U5980,571.46,withdrawal,9350.84,11.79,4.92,4.08,0.26,78,518,10.8,70.9,1
2023-07-16 17:56,U8429,1660.58,withdrawal,7759.84,13.46,1.11,3.28,0.43,212,443,81.4,15.5,1
2023-10-14 23:26,U7717,1490.09,withdrawal,14864.25,31.83,2.86,4.64,-1.88,148,696,66.8,86.2,1
2023-01-22 11:01,u-7786,1775.68,transfer,11068.28,31.19,3.44,1.58,-1.13,101,622,32.6,63.5,1
2023-06-04 21:01,U4369,1656.35,transfer,9847.5,20.08,2.43,2.57,1.2,280,300,88,19.3,1
2023.05-15,U7589,1803.94,withdrawal,5430.28,33.89,3.02,3.74,2.82,166,533,88.2,46.7,1
2023-02-02 15:21,U6502,127.54,transfer,4278.74,17.83,4.67,4.05,2.85,154,820,19.9,62.8,0
2023-06-29 13:12,U2546,568.7,transfer,14610.99,28.91,1.54,2.67,-0.2,201,558,59.4,71.1,1
2023-05-23 2:17,U4862,397.59,transfer,1578.98,17.84,2.51,5.54,0.21,184,343,73.6,32.4,1
2023-09-10 9:11,U1790,1393.62,investment,13247.12,26.31,2.05,2.72,1.92,280,772,60.1,22.2,0
2023-09-08 7:04,U9975,1511.31,deposit,12560.97,33.37,3.15,3,-2.25,18,663,23.7,49.6,1
2023-06-20 8:50,U3331,1347.04,transfer,15283.69,14.53,4.94,2.28,1.92,356,840,59.6,16.8,0
2023-11-05 3:51,U1063,1269.39,withdrawal,10505.8,13.13,2.86,1.09,-1.16,27,730,36.7,64.7,1
2023-12-02 3:40,U7276,8023.13,investment,8602.06,10.45,3.32,3.85,-0.16,125,834,45,28.8,0
2023-08-30 7:38,U1633,7717.27,investment,11756.2,34.58,1.73,3.55,-3.77,177,393,32.7,33.4,2
2023-05-21 5:56,U1468,933.18,transfer,8657.06,33.91,4.85,2.55,3.43,304,833,30.8,84,0
2023.08-15,U4910,800.37,TRANSFER,11758.12,16.2,3.57,2.34,-0.38,310,432,74.5,80.4,1
2023-04-12 3:43,U5682,7454.09,investment,19586.03,23.55,4.44,5.23,3.27,235,511,77.2,19.4,1
2023-05-17 1:23,U5369,782.82,transfer,12243.17,34.82,2.01,1.75,-3.25,174,799,53.4,87.1,1
2023-11-24 17:39,U4170,1772.95,transfer,16216.6,13.48,3.76,3.84,1.45,179,371,75.7,46.5,1
2023-07-31 12:33,U2316,7961.85,investment,17469.63,25.07,0.51,2.78,-0.63,363,552,60.4,90.7,2
2023-11-25 22:36,U4688,594.86,deposit,11900.86,10.51,4.25,5.77,0.89,174,692,77.4,22.1,0
2023-06-21 11:47,U4500,1485.59,deposit,2343.3,28.04,3.72,2.46,0.63,129,416,50.8,21,1
2023-07-02 0:06,U6505,1619.68,transfer,4221.2,36.68,4.09,5.44,-2,55,826,37.3,42.5,1
2023-07-22 13:19,U1364,8336.07,investment,14550.38,27.61,3.08,2.58,-1.84,71,463,22.3,84.5,2
2023-03-10 4:43,U4757,329.62,INVALID_CATEGORY_DEFAULT,4201.86,25.63,1.86,4.24,1.22,13,361,13.8,17.2,1
2023-03-17 17:39,U2658,7791.59,investment,11725.91,21.82,1.07,5.6,1.17,169,546,78.8,91.5,1
2023-03-19 22:53,U9026,567.51,withdrawal,2606.33,36.25,1.75,4.12,1.21,257,556,32.7,34.4,1
2023-10-05 10:05,U6398,741.98,withdrawal,12853.62,14.58,3.52,4.51,-2.7,238,630,35.5,48.8,1
2023-09-19 8:37,U8747,1473.84,withdrawal,6710.83,10.98,3.27,3.43,-0.6,134,749,15.8,94.3,0
2023-08-17 21:38,U8248,4989.46,investment,15810.24,28.26,2.78,5.89,1.76,230,348,73.3,93.3,1
2023-05-15 16:04,U6568,503.66,transfer,14954.14,21.01,2.61,3.86,-0.45,203,730,82.7,18.2,0
2023-03-02 13:40,U6988,287.31,withdrawal,13354.33,36.09,2.41,1.02,-2.11,346,774,48.2,21.3,1
2023-08-31 14:37,U8706,8197.47,investment,16068.62,39.84,3.01,3.35,-1.5,25,471,41.7,77.1,2
2023-07-29 3:36,U7800,680.83,transfer,8391.01,13.05,2.38,4.05,0.13,272,610,77.1,81.5,0
2023-09-13 18:52,U4055,1882.87,withdrawal,14026.91,38.58,3.32,4.74,0.15,57,708,36,42.8,0
2023-09-10 17:15,U2640,209.95,deposit,2848.01,19.67,2.73,3.96,-0.51,112,519,16.8,87.4,1
2023-02-04 14:50,U8945,7198.86,investment,13556.52,18.38,4.49,3.74,-1.72,201,536,49,31.8,2
2023-12-30 2:42,U8716,1583.24,deposit,10354.18,20.98,1.9,3.56,0.07,288,654,57.8,52,0
2023-12-13 23:23,U8751,1204.43,withdrawal,1900.43,10.54,3.89,1.33,1.5,123,849,55.1,53.4,0
2023-11-06 19:59,U4244,1793.82,transfer,12759.93,19.13,1.4,1.01,-0.09,177,411,86.6,68.6,1
2023-08-16 20:06,U3593,539.61,withdrawal,4466.49,20.3,4.32,1.11,-0.33,133,578,61.6,17.3,1
2023-04-02 1:22,U7078,922.04,deposit,11795.86,35.15,1.02,1.88,1,168,354,68.9,69.4,1
2023-12-10 6:33,U4449,2011.28,investment,9944.05,12.44,3.53,3.7,-0.98,63,791,22.4,39.4,0
2023-03-27 11:22,U7177,6829.42,investment,20813.49,11.89,4.82,1.97,2.5,188,399,63.5,22.3,1
2023-04-18 8:04,U9502,473.56,transfer,11062.59,35.39,2.22,2.02,-0.37,306,336,88.3,43.3,1
2023-02-12 17:53,U3061,3310.25,investment,7509.1,17.1,1.06,3.74,-0.87,222,332,23.7,17.8,1
2023-12-16 15:32,U9404,6996.76,investment,15523.36,36.05,2.51,1.85,1.15,364,337,34.2,89.5,2
2023-02-09 15:06,U4092,9237.31,investment,21818.59,30.65,2.87,2.25,1.13,177,315,82.6,61.5,2
2023-08-28 10:21,U5824,1989.11,deposit,4724.25,19.19,1.4,5.01,-3.79,364,451,55.7,77,2
2023-05-19 14:15,U9113,598.72,withdrawal,2322.35,35.05,3.21,1.76,-0.93,221,683,10.1,24.3,0
2023-04-22 10:14,U1290,570.8,withdrawal,10827.2,10.03,4.77,4.15,1.43,250,770,81.7,56.3,0
2023-09-05 19:20,U6673,922.83,withdrawal,12851.74,26.14,2.58,2.12,0.91,99,721,89.4,63.5,0
2023-08-11 19:42,U7453,565.81,withdrawal,4321.92,34.68,2.9,4.44,-1.12,235,752,60.1,24.6,1
2023-08-08 12:56,U7802,1347.46,deposit,6792.25,21.94,2.02,5.35,2.46,235,688,62.8,80.8,0
2023-09-18 14:44,U5565,1294.01,withdrawal,8216.8,28.09,2.76,2.13,3.69,169,474,27.1,42.3,1
2023-07-01 23:41,U6458,1820.27,investment,15232.08,25.94,1.66,2.34,-0.08,28,623,62.2,87.6,0
2023-03-15 1:48,U7233,1396.83,deposit,4476.09,13.73,4.42,5.37,0.94,263,708,47.7,16.9,0
2023-09-22 21:25,U3511,1051.54,transfer,2330.15,24.13,4.34,4.89,2.55,71,490,55.2,73.3,1
2023-03-26 3:43,U8060,981.6,withdrawal,6124.3,27.71,1.41,2.37,1.42,255,514,19.6,46.8,1
2023-03-14 20:39,U2021,564.81,deposit,2095.92,33.05,0.89,5.58,-2.13,338,798,39.6,87,1
2023-01-12 6:06,U8463,7307.81,investment,14286.17,11.65,1.58,5.94,1.85,152,602,40.6,58.4,0
2023-06-28 9:34,U2148,477.28,deposit,5618.1,39.9,2.59,5.48,0.19,179,605,44.8,83.2,0
2023-11-08 10:51,U9934,8829.44,investment,22015.45,20.82,1.24,1.98,1.29,195,824,30.1,42.1,0
2023-11-13 19:32,U6225,6301.18,investment,7594.11,36.91,1.65,3.1,0.44,39,364,78.3,47.1,2
INVALID_DATE_FORMAT_STRING,U7926,1822.37,investment,9966.01,28.99,1.64,5.4,0.28,42,530,29.2,30.2,1
2023-05-17 20:24,U8257,1014.24,transfer,10432.68,35.72,4.4,2.98,0.06,83,673,33.7,18.9,0
2023-03-10 10:02,U3941,491.24,deposit,10141.46,31.71,2.47,1.39,1.83,164,675,31.3,19.1,0
2023-05-17 10:21,U7636,810.73,withdrawal,10107.32,17.07,4.67,1.99,1.05,330,607,10.8,30.2,0
2023-03-14 9:08,U6229,889.16,transfer,10037.45,33.13,3.91,1.79,2.14,30,725,86.5,62.1,0
2023-04-01 23:39,U3990,287.96,transfer,2145.64,21.57,1.64,5.92,1.4,143,451,16.4,33.4,1
2023-01-12 23:33,U3896,1415.84,withdrawal,2206.51,20.59,2.13,1.81,0.54,317,842,49.7,55.2,0
2023-11-26 11:23,U3537,1973.8,withdrawal,8038.77,22.32,1.28,5.15,2.06,35,692,33.5,45.7,0
2023-07-10 5:08,U8714,6045.22,investment,16701.82,37.64,1.39,4.72,-2.47,121,465,71.7,59.4,2
2023-10-01 7:30,U9249,$158.27 ,withdrawal,12990.69,30.23,2.1,3.85,0.67,318,794,16.7,53.5,0
2023-10-29 18:58,U6558,9978.61,investment,14479.57,38.51,2.96,4.1,-2.02,340,660,10.6,70.9,2
2023-08-23 6:29,U9265,8736.09,investment,10963.13,13.1,2.56,4.28,2.47,76,686,34.1,23.4,0
2023-05-21 18:43,U1548,173.06,transfer,5898.77,19.32,4.41,4.4,0.65,240,800,48.9,82.6,0
2023-01-19 22:20,U7125,1512.56,transfer,16069.46,18.54,0.97,2.01,-0.99,358,416,87.4,34.3,1
2023-06-06 4:02,U8119,545.18,deposit,11669.33,34.39,1.23,2.21,0.63,143,479,74.3,33.3,1
2023-06-10 20:43,U6807,1403.68,investment,10200.17,32.93,4.07,4.69,0.19,243,580,63.7,83.1,1
2023-05-04 15:05,U3770,3227.59,investment,16659.75,34.96,3.8,5.25,-0.86,262,556,63.2,75.9,1
2023-03-12 6:12,U4629,1180.47,deposit,6599.41,20.61,1.92,2.1,1.17,318,620,43.4,46.4,0
2023-01-01 13:33,U8038,592.29,deposit,2616.2,19.52,2.12,1.12,-2.21,213,709,71.6,56.6,1
2023-11-20 3:58,U6957,3671.08,investment,11228.97,38.25,3.22,5.95,2.78,15,764,32.8,88,0
2023-09-07 21:56,U4459,1365.49 USD,transfer,16339.39,14.66,2.85,2.21,-0.14,159,520,78.8,58,1
2023-08-11 3:23,U2099,454.12,transfer,3410.74,32.95,3.1,2.94,0.34,59,406,88,35.2,1
2023-09-01 15:30,U1378,"3,299.44",investment,10647.04,38.96,3.1,4.31,1,182,572,45.5,68.9,1
2023-07-25 18:28,U5459,2110.61,investment,13707.03,35.64,2.15,5.77,1.67,62,677,45.1,55.8,0
2023-12-08 18:49,U6907,1408.56,deposit,6526.11,18.6,2.72,2.42,-2.78,100,539,38.9,28.7,2
2023-02-14 17:00,U9432,1217.68,transfer,16115.36,10.95,0.7,3.04,-0.97,241,845,63,58,0
2023-06-06 16:33,U2927,928.71,deposit,8421.68,29.48,4.1,4.39,-0.91,329,414,86.9,58.3,1
2023-08-25 22:39,U6915,275.69,deposit,15000.84,33.95,3.14,5.42,-1.3,113,578,51.9,37.5,2
2023-08-29 6:35,U3193,1827.87,deposit,10834.24,21.17,1.05,3.45,2.16,326,646,51.6,16.4,0
INVALID_DATE_FORMAT_STRING,U5242,622.39,withdrawal,9874.32,18.02,1.61,1.24,1.61,143,823,42.3,52.1,0
2023-01-25 19:04,U1590,"$1,508.91 ",deposit,2269.74,31.4,1.93,4.55,0.75,44,539,30.2,64.4,1
2023-05-17 16:58,U1000,853.14,withdrawal,8492.97,23.73,1.08,4.01,-1.6,13,469,46.8,25.1,2
2023-02-19 6:00,U4207,1946.91,deposit,6378.47,10.18,3.67,1.83,2.86,339,682,89.2,84.1,0
