Date,Time,User_Id,Transaction_Amount,Transaction_Type,Account_Balance,Market_Volatility_Index,Interest_Rate,Inflation_Rate,Stock_Index_Change,Investment_Duration_Days,Credit_Score,Device_Cpu_Usage,Device_Memory_Usage,Risk_Level
2023-04-25,9:49:00,U1197,1350.21,DEPOSIT,7752.82,26.88,2.13,2.97,1.11,190,654,21.5,67.2,0
2023-06-04,14:39:00,U1935,1980.03,DEPOSIT,3520.14,35.84,3.99,1.03,1.39,239,680,18.5,38.2,0
2023-10-23,4:37:00,U6102,1652.76,TRANSFER,4675.19,25.23,3.42,2.78,-0.96,145,728,70.1,76.1,0
2023-03-25,2:02:00,U3256,1776.96,DEPOSIT,5273.29,27.26,0.65,5.81,-1.66,192,721,12,69.6,1
2023-06-18,21:56:00,U2483,1738.35,WITHDRAWAL,10853.33,17.57,4.39,3.66,0.71,238,541,59.2,93.9,1
2023-06-12,1:14:00,U5879,1553.02,DEPOSIT,5210.03,33.8,3.87,5.21,1.33,82,701,83.8,44.8,0
2023-01-18,19:03:00,U9331,979.14,DEPOSIT,8250.9,23.76,1.95,5.41,-1.69,170,596,67.3,20.8,2
2023-12-02,18:45:00,U8857,887.76,DEPOSIT,10708.02,10.1,4.67,1.95,0.7,51,501,39,73.9,1
2023-07-23,17:37:00,U9631,536.44,WITHDRAWAL,13428.42,29.43,1.36,4.46,-1.29,198,723,41.6,92.1,1
2023-10-29,7:58:00,U7044,360.64,WITHDRAWAL,11377.3,14.01,3.69,3.94,-0.05,357,432,28.1,22,1
2023-06-22,6:26:00,U3226,745.51,TRANSFER,6279.8,14.76,1.35,4.48,1.03,164,322,58.3,40.8,1
2023-01-14,15:01:00,U6061,662.42,DEPOSIT,10650.44,26.28,1.2,2.59,0.47,336,592,71.8,50.8,1
2023-02-09,0:30:00,U7290,6818.05,INVESTMENT,11308.02,10.25,3.76,3.04,-1.6,210,656,24.9,67.9,1
2023-01-26,2:14:00,U1170,955.64,WITHDRAWAL,7970.03,28.52,0.59,3.77,0.73,357,786,52.6,87.9,0
2023-08-05,9:42:00,U6887,71.6,TRANSFER,1905.38,15.61,3.4,5.79,-0.81,209,486,77.9,43.1,1
2023-05-01,6:16:00,U3435,"$3,610.26 ",INVESTMENT,10944.43,28.44,2.66,5.54,-1.05,131,532,11.7,54.5,2
2023-10-08,20:57:00,U8213,909.05,WITHDRAWAL,3765.53,19.01,3.19,5.92,-0.61,74,660,44.3,33.4,0
2023-10-21,19:46:00,U5226,"$6,929.43 ",INVESTMENT,15135.88,34.19,2.44,1.96,-1.17,116,823,42,51,2
2023-07-01,23:12:00,U8888,1406.47,DEPOSIT,13683.07,22.35,3.62,2.27,0.92,253,381,69.7,53.4,1
2023-03-25,5:30:00,U2284,1469.79,INVESTMENT,3785.63,16.31,2.92,2.02,1.56,362,698,19,46,0
2023-05-15,12:04:00,U6709,6737.98,INVESTMENT,21079.01,17.8,3.9,3.68,1.25,364,495,85,30.5,1
2023-12-08,0:16:00,U5064,1102.48,DEPOSIT,2776.31,31.2,1.71,1.09,1.36,107,640,87.6,74.6,0
2023-05-22,9:35:00,U9940,496.34,WITHDRAWAL,5341.54,31.95,1.54,1.86,-0.43,208,443,63.1,42.9,1
2023-08-01,3:50:00,U8948,2183.66,INVESTMENT,4186.39,16.81,3.43,4.25,0.84,279,395,35.3,91.1,1
2023-07-21,0:18:00,U4265,638.74,TRANSFER,4999.1,31.51,4.62,4.75,2.5,224,412,78,92.6,1
2023-02-10,12:04:00,U9051,195.54,DEPOSIT,4921.06,14.09,4.63,5.43,-0.5,178,746,67.6,57.8,0
2023-09-12,5:14:00,U9893,1652.21,DEPOSIT,8281.4,20.99,2.19,4.75,-0.6,311,795,60.9,39.6,0
2023-12-03,2:28:00,U2587,9008.95,INVESTMENT,14195.27,25.69,3.79,1.52,-2.08,12,592,77.5,55.8,2
2023-03-26,5:22:00,U6248,1811.33,WITHDRAWAL,4272.33,10.33,1.36,4.66,-0.36,345,651,66.5,58.8,0
2023-10-14,6:24:00,U7573,1807.53,DEPOSIT,3461.8,17.2,0.65,5.32,-1.71,27,739,23.6,35.4,1
2023-10-16,15:35:00,U6145,1230.69,WITHDRAWAL,12139.81,28.12,1.43,3.02,-0.63,17,759,87.8,77,0
2023-11-09,8:56:00,U5685,1155.98,WITHDRAWAL,12481.73,25.18,4.3,3.81,0.59,315,837,32.5,84.2,0
2023-10-03,21:54:00,U3828,7036.08,INVESTMENT,18786.23,11.93,2.85,5.45,-0.27,314,394,39.6,82.5,1
2023-01-15,19:36:00,U4714,1166.65,WITHDRAWAL,4326.03,32.46,2.21,3.13,-2.22,130,613,42.6,21.3,1
2023-11-10,19:47:00,U4337,9335.85,INVESTMENT,10046.32,19.56,2.4,2.25,1.83,217,621,22.4,18.1,0
2023-04-13,18:17:00,U7036,462.92,WITHDRAWAL,9941.38,30.51,4.82,2.53,-1.22,251,527,64.1,59.2,2
2023-04-22,19:39:00,U5434,972.29,WITHDRAWAL,5316.43,26.06,1.69,1.64,0.78,309,678,59.5,63.9,0
2023-08-10,2:16:00,U6897,1563.03,TRANSFER,9578.65,35.05,2.23,2.77,-1.2,205,841,77.4,87.9,1
2023-02-16,23:57:00,U1419,8673.26,INVESTMENT,16449.66,27.25,1.71,2.57,0.27,249,404,54.9,28.9,2
2023-07-30,17:23:00,U1110,987.77,DEPOSIT,3202.23,19.27,1.39,4.37,-1.21,229,572,15.4,43,2
2023-04-25,21:20:00,U2680,1078.09,DEPOSIT,15394.19,22.07,3.99,4.76,-1.66,341,431,60.5,44.1,2
2023-10-04,11:17:00,U7359,389.77,TRANSFER,2320.71,18.99,3.74,5.61,0.02,147,728,73.3,50.2,0
2023-12-20,5:29:00,U6198,4037.32,INVESTMENT,13659.95,24.66,4.21,5.26,3.3,163,514,45.4,47.8,1
2023-11-25,19:17:00,U7523,1179.57,TRANSFER,9132.91,23.56,3.98,4.36,-0.68,226,419,75.2,87.3,1
2023-03-04,6:44:00,U6571,851.17,WITHDRAWAL,13803.07,38.63,1.94,2.86,-3.43,10,432,12.1,91.8,2
2023-06-07,14:44:00,U2775,664.27,TRANSFER,1958.68,31.65,0.71,3.71,1.2,150,761,56.6,16.2,0
2023-11-25,15:46:00,U2608,1170.45,WITHDRAWAL,10103.13,17.25,4.96,2.23,1.15,191,513,89.8,86.4,1
2023-08-20,4:50:00,U6749,1253.04,WITHDRAWAL,3981.46,39.91,3.52,4.94,-0.74,56,450,51.5,92.8,1
2023-04-16,6:00:00,U9139,982.6,TRANSFER,2076.14,29.2,2.86,2.95,2.06,364,680,61.8,86.9,0
2023-02-23,1:27:00, U4983 ,1667.2,TRANSFER,11218.69,39.47,1.81,5.93,-0.73,212,454,56.6,21.6,1
2023-03-15,10:52:00,U6189,1953.56,TRANSFER,4524.83,23.17,1.75,5.08,1.48,110,732,85.8,41.2,0
2023-02-13,0:45:00,U7393,6892.53,INVESTMENT,12195.05,29.93,2.56,1.62,-1.6,109,542,83.7,42.9,2
2023-07-08,3:11:00,U5174,7962.15,INVESTMENT,13103.75,18.6,2.4,3.14,-0.3,73,399,78.1,87.4,1
2023-02-01,22:18:00,U9461,3392.66,INVESTMENT,11947.37,30.53,3.08,1.53,0.94,260,749,77.2,69.1,0
2023-08-24,22:49:00,U5501,2879.78,INVESTMENT,8357.64,20.91,4.81,4.16,-0.94,250,802,55.5,48.4,0
2023-05-04,13:16:00,U8868,530.18,TRANSFER,2165.92,38.67,2.4,5.85,0.61,105,306,65.3,75.7,1
2023-04-23,15:50:00,U6524,745.7,DEPOSIT,11306.91,12.52,1.36,2.16,0.94,223,562,23.3,56.3,1
2023-08-19,2:05:00,U3335,4458.16,INVESTMENT,5320.43,34.98,4.86,4.35,-1.79,288,378,81.9,46.1,2
2023-02-08,18:01:00,U3938,1489.23,WITHDRAWAL,14132.25,22.23,2.5,4.26,-0.33,251,489,58.1,25.1,1
2023-01-12,20:36:00,U7281,3420.71,INVESTMENT,11277.86,27.55,4.8,3.85,-1.03,33,679,61,58.3,1
2023-03-21,13:37:00,U3774,965.56,TRANSFER,10612.9,29.74,3.36,4.08,-1.05,358,339,69.3,84.4,2
2023-06-05,20:08:00,U9719,241.56,WITHDRAWAL,2789.59,14.46,2.48,2.48,-0.92,140,486,82,35.9,1
2023-01-28,23:16:00,U9311,1750.66,DEPOSIT,9318.05,15.01,0.81,5.87,-0.11,73,803,66,44.2,0
2023-01-28,7:40:00,U1412,1696.41,WITHDRAWAL,2961.38,36.78,2.82,5.58,0.81,247,735,52.2,59,0
2023-11-10,8:36:00,U7983,1579.2,DEPOSIT,2663.28,21.39,2.25,3.28,-1.29,26,516,76.8,87.9,2
2023-03-05,22:52:00,U2642,301.25,WITHDRAWAL,14399.72,30.6,4.35,5.99,-1,54,556,21.6,69.4,1
2023-07-06,23:57:00,U2118,1586.54,TRANSFER,9514.9,27.66,4.54,5.27,-1.56,79,740,36.4,93,1
2023-05-13,1:44:00,U1040,313.41,TRANSFER,4641.6,21.35,4.9,1.92,2.15,198,565,63.4,44.9,1
2023-11-04,23:41:00,U3474,1889.86,INVESTMENT,11552.12,29.12,3.68,3.66,-0.76,328,709,73.1,17.4,0
2023-05-21,0:14:00,U5042,8677.81,INVESTMENT,19170.07,19.99,4.68,3.67,-0.08,160,339,40.5,35.8,1
2023-11-18,7:55:00,U7972,481.07,TRANSFER,9923.4,10.8,1.6,2.48,1.3,286,781,82.9,74.5,0
2023-02-17,19:29:00,U4764,842.79,WITHDRAWAL,7160.95,20.44,4.52,1.82,1.04,356,636,52.5,32.5,0
2023-12-03,5:48:00,U4443,1768.83,TRANSFER,13169.51,24.06,2.29,2.95,-1.48,157,417,50.3,27.9,2
2023-12-06,6:00:00,U7083,2490.66,INVESTMENT,8807.31,37.45,1.85,5.93,-1.45,147,501,30.5,76.1,2
2023-11-27,10:00:00,U9243,197.54,DEPOSIT,834.13,31.57,1.06,4.63,-3.79,22,630,11.1,65.3,1
2023-04-08,23:57:00,U4886,1511.1,TRANSFER,3634.15,20.06,3.47,3.03,-0.21,345,600,19.3,61.7,0
2023-09-05,10:55:00,U5161,1715.57,WITHDRAWAL,9816.42,34.36,1.83,1.37,-1.12,46,483,50.5,27.8,2
2023-03-23,3:38:00,U2760,1932,DEPOSIT,9931.54,36.76,4.65,2.23,-0.42,35,617,22.9,27.6,0
2023-03-16,19:22:00,U5446,150.98,WITHDRAWAL,5549.33,29.36,3.67,4,-0.88,125,359,31.3,94.9,1
2023-10-31,20:13:00,U2742,579.42,TRANSFER,13754.87,12.24,3.26,3.09,0.65,191,315,88.6,47.5,1
2023-11-30,19:39:00,U8814,1880.4,WITHDRAWAL,8287.44,37.78,1.7,1.36,2.89,292,840,73,35.6,0
2023-09-26,18:21:00,U2570,273.77,TRANSFER,12892.62,23.01,3.96,3.19,-2.29,350,642,67.2,41.1,1
2023-06-10,9:55:00,U4509,1301.06,DEPOSIT,5427.26,26.1,0.67,2.18,1.16,284,672,46.6,52,0
2023-02-08,7:32:00,U5941,1528.93,DEPOSIT,2858.86,26.89,4.99,4.47,-0.73,76,482,72.9,51.6,1
2023-07-04,3:18:00,U3378,9456.86,INVESTMENT,16068.77,14.73,2.36,5.83,1.83,136,415,56.2,71.5,1
2023-01-21,10:06:00,U2684,229.96,DEPOSIT,3813.59,31.09,2.31,2.68,1.64,321,421,51.8,17.7,1
2023-05-30,18:35:00,U1393,1164.99,TRANSFER,8003.98,38.37,1.55,4.37,0.73,356,711,69.7,46.8,0
2023-03-12,5:49:00,U9765,470.23,DEPOSIT,14411.79,17.73,3.79,1.84,-2.28,143,474,85.2,19.5,2
2023-03-30,15:33:00,U5610,9481.45,INVESTMENT,18098.49,11.62,4.96,5.77,2.45,283,761,28.2,89.6,0
2023-04-01,7:13:00,U4065,843.01,DEPOSIT,11445.95,39.3,3.35,5.42,2.95,248,839,70.6,36.4,0
2023-07-26,8:19:00,U5609,8884.95,INVESTMENT,14303.64,10.59,1.09,1.26,1.85,67,436,69.9,18.6,1
2023-11-27,12:55:00,U1852,824.05,DEPOSIT,4020.09,31.74,0.62,3.79,-0.27,285,536,46.4,58.4,1
2023-03-08,23:56:00,U5910,1060.14,INVESTMENT,7974,35.3,3.25,1.26,0.39,339,609,70.1,90.8,0
2023-03-11,11:06:00,U8092,455.51,DEPOSIT,5684.05,25.43,1.61,4.44,-0.33,53,580,78.6,68.4,1
2023-10-19,22:27:00,U1773,542.66,DEPOSIT,3951.83,30.26,2.51,3.61,-0.23,275,305,25.1,39.4,1
2023-10-11,10:52:00,U4573,589.06,TRANSFER,10154.69,13.18,1.09,2.83,0.99,231,439,49.7,57.1,1
2023-11-20,22:24:00,U8421,706.84,WITHDRAWAL,4628.79,35.02,3.77,1.35,1.92,83,318,72.5,23.9,1
2023-04-28,9:11:00,U1456,1267.63,TRANSFER,11204.71,23.56,4.71,4.98,-1.41,52,427,13.4,69.4,2
2023-10-16,15:36:00,U8130,8813.52,INVESTMENT,14020.35,32.19,0.59,5.43,-0.34,266,681,11.8,90,1
2023-01-03,9:31:00,U6841,1136.59,INVESTMENT,14723.45,18.13,0.65,3.19,0.21,188,497,23.9,85.8,1
2023-01-24,19:22:00,U1853,906.24,DEPOSIT,3512,22.76,4.33,2.21,-0.61,112,666,52.6,22.3,0
2023-03-28,18:00:00,U9572,1765.73,DEPOSIT,14172.3,10.69,1.44,2.88,0.29,265,380,61.9,76,1
2023-11-26,9:10:00,U7469,4181.15,INVESTMENT,5711.19,33.55,3.46,2.63,-0.72,109,501,62.3,39.4,1
2023-06-07,13:40:00,U8010,1638.24,INVESTMENT,3705.36,10.36,2.45,1.31,3.77,132,788,40,23.9,0
2023-12-25,10:18:00,U8059,775.63,TRANSFER,3114.87,35.75,3.21,4.65,-0.82,108,762,77.6,87.5,0
2023-03-16,20:34:00,U6299,583.89,TRANSFER,15311.02,15.31,0.67,2.47,1.9,300,775,30.5,16.7,0
2023-07-09,17:25:00,U5808,2240.97,INVESTMENT,10801.69,34.18,3.48,1.81,-2.57,363,404,17.5,38.2,2
2023-06-23,9:58:00,U9708,1849.11,TRANSFER,13911.33,24.7,0.58,5.31,-0.7,363,472,59.7,24.6,1
2023-10-28,18:53:00,U1651,8749.41,INVESTMENT,12262.37,39.45,1.8,4.82,2.44,249,591,75.3,71.9,2
2023-11-08,17:02:00,U1924,9124.87,INVESTMENT,21774.03,35.01,1.13,2.59,1.12,34,553,60.6,47.4,2
2023-05-25,12:43:00,U8104,208.27,TRANSFER,13951.12,10.93,1.13,1.68,2.65,34,741,86.2,55,0
2023-09-14,2:21:00,U8217,2631.03,INVESTMENT,16145.68,17.28,2.56,1.68,0.25,344,823,17.1,85.2,0
2023-06-08,23:26:00,U4206,1733.79,TRANSFER,6056.07,12.57,2.92,2.97,1.27,58,593,75.8,16.8,1
2023-12-19,4:16:00,U1099,52.41,WITHDRAWAL,10090.01,19.38,0.67,1.09,1.34,329,632,47.1,68.1,0
2023-08-28,9:24:00,U3659,4123.56,INVESTMENT,12813.76,30.99,3.44,3.36,-1.49,43,776,67.1,93.3,1
2023-05-09,20:49:00,U8192,1449.27,TRANSFER,11823.09,12.59,0.58,4.16,0.28,291,799,75.2,52.4,0
2023-07-25,1:30:00,U5573,9876.22,INVESTMENT,15593.17,14.89,4.87,3.73,0.07,243,775,18.8,24.4,0
2023-09-27,9:34:00,U2095,1067.12,WITHDRAWAL,16059.4,10.3,4.06,3.91,0.17,353,518,67.2,23.5,1
2023-09-28,2:07:00,U9731,7508.35,INVESTMENT,19688.04,17.33,0.85,5.07,0.34,90,601,81.1,48,0
2023-03-06,20:08:00,U8321,1524.85,TRANSFER,8151.67,21.92,2.8,1.68,-0.58,88,708,86.9,45.3,0
2023-07-19,6:17:00,U1442,492.15,WITHDRAWAL,10860.37,21.1,4.45,3.25,-3.26,210,310,88.9,21.5,2
2023-10-01,2:45:00,U4830,6598.36,INVESTMENT,16726.84,37.19,1.23,5.56,-1.64,361,652,84.2,49.5,2
2023-01-17,22:04:00,U6728,1667.96,DEPOSIT,6588.11,26.23,1.22,3.2,0.7,130,407,34.9,85.3,1
2023-07-30,22:25:00,U5784,1405.02,TRANSFER,3391.69,25.36,3.85,5.56,-0.63,307,449,23,42.7,1
2023-06-05,20:45:00,U1025,365.44,DEPOSIT,2482.01,33.44,3.26,2.58,1.04,37,794,60.9,87.8,0
2023-07-19,22:41:00,U4007,1008.27,DEPOSIT,6813.81,30.82,2.97,2.89,-0.72,71,619,51.7,39.2,0
2023-07-12,1:40:00,U7183,899.24,WITHDRAWAL,8851.59,37.82,3.2,5.83,1.28,48,808,71.6,59.4,0
2023-10-28,3:20:00,U7548,1586.1,WITHDRAWAL,14275.27,30.25,4.14,2.09,0.5,347,844,26.4,23.9,0
2023-07-11,7:56:00,U1555,1907.31,DEPOSIT,4715.12,21.21,1.28,3.22,-2.16,191,635,39.4,66.2,1
2023-10-12,0:53:00,U6759,55.62,TRANSFER,4185.55,20.8,0.91,3.38,-1.39,253,445,72,27.1,2
2023-12-24,19:43:00,U5053,827.73,WITHDRAWAL,3228.08,21.76,0.77,3.51,0.45,11,441,44.8,60.7,1
2023-08-14,17:15:00,U7667,1263.91,TRANSFER,8028.06,31.14,4.59,3.49,-0.47,52,629,27.1,44.8,0
2023-01-08,19:30:00,U5967,784.98,TRANSFER,6640.61,38.6,0.81,1.19,-0.93,335,496,51,94.9,1
2023-07-05,2:48:00,U6554,81.32,WITHDRAWAL,8784.58,29.85,1.41,1.12,-0.36,187,446,16.2,40.5,1
2023-05-06,10:59:00,U9602,2760.48,INVESTMENT,13597.27,29.78,2.44,1.97,0.59,337,543,43.4,15.7,1
2023-11-02,12:25:00,U7776,1230.73,DEPOSIT,8589.09,26.36,0.93,3.6,-3.43,291,344,51.7,68.2,2
2023-12-27,5:56:00,U1837,1329.01,DEPOSIT,10050.99,37.39,0.67,3.09,-2.3,292,477,85,36.4,2
2023-03-19,4:50:00,U4666,847.12,TRANSFER,3168.55,37.06,2.02,3.22,-0.59,124,768,80.3,76.8,0
2023-03-09,7:13:00,U9005,592.35,DEPOSIT,6531.29,16.35,3.91,4.65,-0.88,308,819,53.9,50.3,0
2023-08-19,11:33:00,U9422,7720.99,INVESTMENT,12127.55,20.77,4.55,3.68,-2.12,37,781,57,59.4,1
2023-10-26,9:03:00,U2785,479.99,TRANSFER,14775.91,30.53,2.06,4.36,-2.33,166,324,29.9,80,2
2023-08-05,18:34:00,U4336,1699.41,DEPOSIT,15462.48,15.39,2.6,2.7,-3.35,29,544,50.2,71,2
2023-05-31,11:27:00,U3403,144.88,TRANSFER,10453.73,17.69,1.18,4.85,2.14,46,815,41,65.2,0
2023-06-29,12:41:00,U2073,1538.06,TRANSFER,8614.87,15.66,2.23,1.21,0.87,264,799,64.8,19.6,0
2023-08-11,8:24:00,U1415,1369.46,DEPOSIT,7784.92,16.13,4.66,3.22,-0.13,166,808,47.3,33.2,0
2023-03-02,10:07:00,U3481,287.97,TRANSFER,15081.61,16.14,2.52,4.13,-0.55,310,733,50.4,51.6,0
2023-08-15,21:28:00,U1092,934.48,WITHDRAWAL,11662.15,39.33,1.88,1.34,0.69,330,432,89.2,40.4,1
2023-12-10,5:44:00,U6930,1877.36,TRANSFER,2855.1,19.02,3.73,3.59,0.25,221,496,66,19,1
2023-01-12,20:36:00,U4515,1413.71,TRANSFER,7498.57,36.81,4.36,2.8,0.7,14,482,29.2,90.2,1
2023-03-29,21:05:00,U6828,371.53,TRANSFER,2501.13,36.92,3.67,2.44,-0.57,19,471,72.7,75.9,1
2023-09-20,21:50:00,U5233,2789.71,INVESTMENT,15500.26,19.84,2.94,1.76,0.05,298,533,35,27.9,1
2023-05-29,1:34:00,U6839,1019.76,WITHDRAWAL,2734.73,18.06,2.82,3.37,1.23,16,603,65.2,47.4,0
2023-01-13,0:23:00,U7300,1054.8,INVESTMENT,6547.27,14.15,4.94,2.96,-1.04,259,724,83.5,48.8,1
2023-12-12,1:26:00,U4669,646.97,WITHDRAWAL,4580.53,21.75,4.75,4.54,0.12,192,728,59.4,55.8,0
2023-05-19,5:18:00,U8832,1675.6,WITHDRAWAL,10316.46,34.09,4.4,4.53,0.95,271,533,62.7,25.7,1
2023-01-12,20:36:00,U8525,1911.95,WITHDRAWAL,3601.11,24.97,3.5,1.87,-0.37,22,757,21.6,17.9,0
2023-04-11,8:42:00,U4059,1464.11,DEPOSIT,13813.38,22.71,4.06,5.28,2.1,348,420,59.1,39,1
2023-06-10,11:24:00,U9925,5779.99,INVESTMENT,17986.5,34.02,2.4,2.88,0.26,131,308,13.3,73.9,2
2023-08-25,5:44:00,U2799,707.76,TRANSFER,12599.96,25.95,2.14,4.1,-0.3,275,316,75,72.7,1
2023-07-01,12:49:00,U3662,1167.79,WITHDRAWAL,4946.99,16.34,1.83,4.2,-0.62,168,698,85,45.3,0
2023-02-11,13:02:00,U2577,1071.02,WITHDRAWAL,15581.29,11.99,2.42,4.05,-2.81,45,329,28.9,74.4,2
2023-09-13,10:12:00,U4867,9837.15,INVESTMENT,11662.83,31.31,4.69,1.33,-0.23,271,584,36.4,53.4,2
2023-04-03,15:37:00,U4225,1481.36,TRANSFER,3116.73,17.52,4.46,3.69,2.23,43,682,61.8,15.9,0
2023-12-26,7:50:00,U7733,1370.91,DEPOSIT,6957.19,33.91,4.14,4.13,0.25,90,734,77.2,24.4,0
2023-04-04,12:16:00,U1357,385.16,WITHDRAWAL,7251.26,16.72,3.15,2.7,-0.79,139,624,68.7,46.7,0
2023-01-27,12:51:00,U3870,1022.99,TRANSFER,1873.98,28.52,2.87,1.79,1.57,257,715,16,24.8,0
2023-09-16,23:18:00,U9369,1630.03,INVESTMENT,5619.91,32.89,1.95,3.62,1.34,230,352,20.8,22,1
2023-08-03,0:43:00,U3092,1196.01,TRANSFER,15997.77,11.81,3.65,4.44,-0.66,270,367,22.7,73.6,1
2023-09-16,2:36:00,U4323,562.22,DEPOSIT,14108.49,32.1,3.74,1.33,0.43,186,424,11.7,71.6,1
2023-05-06,7:10:00,U3304,143.27,DEPOSIT,13669.42,15.38,4.12,3.54,-1.07,107,751,71.7,40.8,1
2023-01-16,22:33:00,U2550,"9,481.48",INVESTMENT,21760.21,13.43,4.91,4.34,-2.13,217,584,29.1,22.1,2
2023-10-29,19:29:00,U3159,1436.45,TRANSFER,8421.05,18.9,0.66,2.22,-0.78,241,554,15.3,37,1
2023-12-08,21:07:00,U8839,1347.32,INVESTMENT,12981.53,28.82,1.35,2.74,-1.63,133,417,21.9,88.9,2
2023-07-24,3:28:00,U6019,,TRANSFER,10110.27,30.67,1.03,3.8,-0.02,326,372,19.3,58.1,1
2023-01-23,18:05:00,U1517,1626.14,WITHDRAWAL,13337.07,26.65,3.36,2.22,0.72,23,508,65.3,94.8,1
2023-02-02,22:03:00,U2592,1473.97,TRANSFER,9212.99,34.15,4.17,3.78,0.24,326,306,58.2,18.4,1
2023-07-21,10:50:00,U6756,6047.87,INVESTMENT,10327.66,19.92,1.51,2.11,1.31,178,458,34.8,37.9,1
2023-11-08,3:22:00,U7819,8026.59,INVESTMENT,12250.63,20.63,3.47,1.53,-0.79,164,767,12.2,15.8,0
2023-11-28,10:31:00,U9329,266.08,TRANSFER,11643.3,31.35,3.17,4.38,1.03,161,658,59.9,49,0
2023-02-16,19:24:00,U8195,7181.75,INVESTMENT,12551.48,25.34,4.23,5.06,-0.2,113,688,20.6,88.8,1
2023-06-08,16:22:00,U8688,1887.96,TRANSFER,16587.28,10.99,1.67,2.36,1.52,91,686,31,39.6,0
2023-04-02,22:18:00,U6438,1492.47,TRANSFER,6276.09,12.39,4.71,4.28,-2.03,32,653,14.7,66.2,1
2023-03-18,20:21:00,U7020,8864.87,INVESTMENT,23160.12,17.64,2.59,2.84,1.28,175,342,55.5,33.5,1
2023-08-04,5:18:00,U2564,6751.29,INVESTMENT,20110.48,10.01,1.49,5.1,-0.4,281,759,43,90.1,0
2023-03-13,21:54:00, U3248 ,4847.46,INVESTMENT,18282.31,22.81,2.41,4.28,-2.16,192,361,16.4,17.7,2
2023-06-26,17:32:00,U2523,294.85,WITHDRAWAL,7178.07,31.33,1.11,5.31,-0.09,288,365,42.4,42.8,1
2023-12-21,16:04:00,U4996,9686.89,INVESTMENT,21984.32,33.85,3.71,4.52,1.91,73,828,83.4,78.5,1
2023-09-03,21:53:00,U8619,989.02,WITHDRAWAL,6256.04,12.23,4.55,4.66,-0.13,220,625,77.8,72,0
2023-06-05,7:39:00,U1187,1103.33,INVESTMENT,13259.3,18.54,1.66,5.28,1.69,336,806,21.1,80.6,0
2023-06-07,1:36:00,U1926,1689.11,INVESTMENT,8088.04,39.22,1.64,3.59,0.15,130,546,11.8,36.1,1
2023-01-07,17:04:00,U7364,526.12,WITHDRAWAL,7882.87,32.91,2.33,2.07,1.63,328,470,62.4,24.2,1
2023-01-26,15:02:00,U9290,,DEPOSIT,15630.45,15.39,2.62,3.74,-0.66,336,378,74.1,76.9,1
2023-05-11,9:53:00,U3795,1128.57,DEPOSIT,8942.73,24.11,2.48,2.87,0.95,193,367,33.1,17,1
2023-08-12,9:43:00,U6909,1120.51,TRANSFER,13024.84,38.33,2.61,4.53,1.24,345,661,81.4,41.6,0
2023-09-21,5:03:00,U6768,257.36,WITHDRAWAL,6627.83,32.56,3.57,5.52,-0.67,341,511,11,94.1,1
2023-08-31,19:19:00,U6657,,TRANSFER,3295.21,28.24,1.03,1.71,-2.07,336,709,80.8,75.6,1
2023-12-05,6:48:00,U6196,1290.34,TRANSFER,7492.63,13.75,2.8,5.45,1.24,154,490,88.4,83.7,1
2023-05-20,10:44:00,U8522,2546.64,INVESTMENT,14891.55,20.57,2.06,1.1,-0.73,148,341,88.4,64.2,1
2023-06-25,10:53:00,U5072,2870.05,INVESTMENT,17497.47,26.07,3.5,3.25,-0.53,145,470,55.6,29,1
2023-06-30,7:44:00,U4736,3590.48,INVESTMENT,6286.62,13.82,1.4,5.4,0.03,122,421,85.8,72.2,1
2023-09-10,15:17:00,U8615,9051.79,INVESTMENT,16038.37,33.57,3.9,1.89,-1.01,143,689,64.1,52.5,2
2023-11-01,8:22:00,U3230,1900.25,DEPOSIT,3856.88,33.12,0.51,2.8,-0.33,197,824,29.3,65.8,0
2023-02-19,17:51:00,U6876,1070.13,TRANSFER,12300.39,37.79,4.69,5.03,-0.37,131,512,72.6,44.9,1
2023-11-16,13:06:00,U2024,1021.56,WITHDRAWAL,14613.15,34.32,4.43,2.74,-0.48,282,550,83.9,62.2,1
2023-12-18,4:10:00,U5795,1325.29,DEPOSIT,15673.12,37.28,4.87,1.72,-2.08,188,686,42.7,70.9,1
2023-02-26,10:16:00,U9663,"$1,736.09 ",TRANSFER,12101.66,34.09,1.11,3.62,1.79,109,812,37.9,39.7,0
2023-03-10,3:51:00,U8834,1206.38,DEPOSIT,9259.22,16.43,2.76,5.15,2.06,306,784,59,43.8,0
2023-10-03,7:57:00,U9597,1212.83,TRANSFER,3119.59,14.1,3.03,3.71,-0.22,290,517,83.1,57.3,1
2023-01-15,21:52:00,U9728,1724.58,DEPOSIT,8007.49,27.11,3.88,4.48,-0.41,12,645,19.4,75.3,0
2023-09-18,11:18:00,U1095,6449.33,INVESTMENT,19356.16,29.99,2.35,3.37,1.52,196,395,31.6,74.9,2
2023-09-12,7:18:00,U5750,1138.18,DEPOSIT,4832.81,30.68,1.48,3.09,-1.63,200,588,12.6,77.8,2
2023-07-12,20:49:00,U8451,1036.91,WITHDRAWAL,6063.69,16.71,3.18,5.29,0.44,111,751,40.6,73.8,0
2023-01-07,19:10:00,U7192,218.53,TRANSFER,13391.73,37.81,1.23,3.8,1.62,314,825,82,56.6,0
